,Unnamed: 0,henry_constant,filename,additional,water,units,ads_and_des,other
2108,2108,6.846508031956246,10.1021La302537d.Isotherm12,,,,,
2542,2542,6.839428822952706,10.1021Je1002225.isotherm13,,,,,
1565,1565,6.830171221956798,10.10631.4726255.Isotherm1-1,,,,,
2168,2168,6.8290608272229285,10.1039C0ee00700e.Isotherm18,,,,,
3111,3111,6.828999669141519,10.1002anie.201206724.isotherm2,,,,,
2664,2664,6.821164834130112,10.1002chem.201201340.isotherm9,,,,,
519,519,6.794694618592147,10.1021La4027128.isotherm2,,,,,
1807,1807,6.719705408784308,10.1007s10450-013-9592-6.Isotherm7,,,,,
691,691,6.704382433262622,10.1002adma.201403827.Isotherm5,,,,,
690,690,6.704382433262622,10.1002adma.201403827.Isotherm6,,,,,
1990,1990,6.6385479520723445,10.1039C4ra12432d.Isotherm25,,,,,
695,695,6.628003624878893,10.1039C3ra44250k.isotherm5,,,,,
2005,2005,6.574902745476355,10.1039C2jm15966j.Isotherm12,,,,,
2681,2681,6.570900187331251,10.1039C0cc02496a.Isotherm4,,,,,
280,280,6.5671654105720965,10.1039C1nr10944h.isotherm3a,,,,,
2903,2903,6.524063922540492,10.1021Ja060946u.Isotherm4,,,,,
340,340,6.47229183952815,10.1002chem.201301806.isotherm9,,,,,
631,631,6.441003722356308,10.1021Je1002225.isotherm10,,,,,
122,122,6.4397774551968086,10.1021Jp074889i.Isotherm53,,,,,
3023,3023,6.438364018645195,10.1016j.egypro.2011.01.090.Isotherm12,,,,,
1461,1461,6.424499830922322,10.1021Jp3046356.Isotherm20,,,,,
869,869,6.416843667704109,10.1021Jp1058963.isotherm43,,,,,
2431,2431,6.408031828761178,10.1039C2cc35729a.Isotherm4,,,,,
630,630,6.373864386982343,10.1021Je1002225.isotherm3,,,,,
2528,2528,6.294583996583677,10.1016j.micromeso.2004.07.035.isotherm2,,,,,
1034,1034,6.282104306141921,10.1021Jp203607s.isotherm15,,,,,
2937,2937,6.2669842134596525,10.1021acs.langmuir.5b00655.Isotherm21,,,,,
2901,2901,6.2651617587714625,10.1021Ja203291n.Isotherm4,,,,,
2936,2936,6.253305082819871,10.1021acs.langmuir.5b00655.Isotherm24,,,,,
2236,2236,6.2482761564274085,10.1021acs.inorgchem.5b00435.Isotherm17,,,,,
2306,2306,6.245096861227813,10.1039C3ra42213e.isotherm1,,,,,
434,434,6.194762160682477,10.1039C2ee22769j.isotherm17,,,,,
239,239,6.192987364379105,10.1007978-1-4613-1375-5_17.isotherm1,,,,,
3065,3065,6.18544493371058,10.1002chem.201502615.Isotherm18,,,,,
304,304,6.150894834170964,10.1016S1003-9953(06)60030-3.Isotherm10,,,,,
1922,1922,6.115636416409192,10.1039c4ta07115h.Isotherm3,,,,,
621,621,6.0934977937762405,10.1021Jz3008485.Isotherm2,,,,,
2113,2113,6.069361688907702,10.1021Jp3046356.Isotherm5,,,,,
1596,1596,6.0679028916489255,10.1016j.ijggc.2013.01.009.Isotherm2,,,,,
1583,1583,6.055207607986997,10.1016j.ijhydene.2008.09.053.Isotherm11,,,,,
529,529,6.019953116490949,10.1021ed500633h.Isotherm3,,,,,
1957,1957,5.9838864554278315,10.1021Jz3008485.Isotherm33,,,,,
1356,1356,5.9712157810490645,10.1002anie.200502553.Isotherm3,,,,,
2114,2114,5.966360265101336,10.1021Jp3046356.Isotherm26,,,,,
1956,1956,5.963034261975743,10.1021Jz3008485.Isotherm34,,,,,
641,641,5.955473639963152,10.1021Ef800938e.isotherm2,,,,,
2767,2767,5.9524742582126615,10.1007s10450-010-9305-3.Isotherm7,,,,,
1582,1582,5.942807180071318,10.1016j.ijhydene.2008.09.053.Isotherm12,,,,,
620,620,5.9392325867714915,10.1021Jz3008485.Isotherm3,,,,,
428,428,5.923199645184939,10.1039C2jm15890f.Isotherm4,,,,,
232,232,5.918604651163348,10.1007s1045001294231.Isotherm21,,,,,
231,231,5.918604651163348,10.1007s1045001294231.Isotherm22,,,,,
1027,1027,5.888600965986139,10.1021Ja904782h.Isotherm4,,,,,
640,640,5.876155460458815,10.1021Ic500722n.Isotherm55,,,,,
686,686,5.842565745861705,10.1007s00894-010-0720-x.Isotherm1-1,,,,,
678,678,5.836631643937504,10.1007s1045001596846.Isotherm13,,,,,
669,669,5.83348018904604,10.1016j.micromeso.2012.02.034.Isotherm14,,,,,
587,587,5.826855787549901,10.1039C4ee00143e.Isotherm44,,,,,
262,262,5.80166665475891,10.5012bkcs.2014.35.2.377.isotherm10,,,,,
737,737,5.79082089835175,10.1007s10973-013-3497-1.Isotherm5,,,,,
484,484,5.732672722449558,10.1016j.cattod.2011.08.019.isotherm2d,,,,,
465,465,5.708652019393443,10.1016j.ijhydene.2011.11.023.isotherm27,,,,,
473,473,5.6436827964917855,10.1007s10450-012-9397-z.Isotherm3,,,,,
1764,1764,5.6328451049742565,10.1007s13738-013-0347-9.Isotherm1,,,,,
650,650,5.623157943303221,10.1021Cm900049x.Isotherm5-1,,,,,
1854,1854,5.597874685894707,10.1021La701736m.isotherm12,,,,,
140,140,5.5840934867922245,10.1016j.procs.2011.04.128.Isotherm3,,,,,
2162,2162,5.5578896775024695,10.1021La302537d.Isotherm36,,,,,
569,569,5.557623242143764,10.1021La4027128.isotherm17,,,,,
615,615,5.502435968394213,10.1021La102359q.Isotherm11,,,,,
637,637,5.500019416723388,10.1021Ie901000x.Isotherm4,,,,,
889,889,5.499068631934639,10.1016j.micromeso.2010.07.007.isotherm13,,,,,
1086,1086,5.473444459761772,10.1021Jp051771y.Isotherm1-1,,,,,
2877,2877,5.4699144132488735,10.1021jacs.5b00450.Isotherm8,,,,,
1618,1618,5.464343049802752,10.1016j.fluid.2016.09.008.Isotherm7,,,,,
2986,2986,5.4640999809733115,10.1016j.micromeso.2014.03.022.Isotherm22,,,,,
207,207,5.46241983563349,10.1021Ie200652e.isotherm12,,,,,
599,599,5.4524771121782525,10.1021La3009514.Isotherm3,,,,,
467,467,5.4392890037242045,10.1016j.ijhydene.2011.01.037.isotherm2,,,,,
1600,1600,5.435637979967936,10.1021je3013217.Isotherm7,,,,,
2886,2886,5.423389796071673,10.1021Ja800550a.Isotherm8,,,,,
2268,2268,5.386617899751529,10.1021Jz3008485.Isotherm40,,,,,
622,622,5.385663636852262,10.1021Jz3008485.Isotherm1,,,,,
1719,1719,5.380673680282171,10.1016j.micromeso.2009.03.045.Isotherm2,,,,,
1570,1570,5.366581546067604,10.1021Jp9106525.Isotherm4,,,,,
653,653,5.357114220951262,10.1021Cm900049x.Isotherm3,,,,,
2090,2090,5.316452976366367,10.1021La2030473.isotherm13,,,,,
2513,2513,5.312151986971798,10.1016j.micromeso.2010.07.007.isotherm2,,,,,
1511,1511,5.265429811571953,10.1021ja1023282.isotherm1,,,,,
2028,2028,5.261420232795453,10.1021Jz3008485.Isotherm47,,,,,
2928,2928,5.2607109177115055,10.1021Cg3017563.isotherm6,,,,,
646,646,5.257062956434138,10.1021Ef800938e.isotherm15,,,,,
547,547,5.240077361698903,10.1016j.micromeso.2015.07.013.Isotherm23,,,,,
672,672,5.238103635749202,10.1016j.cej.2015.07.020.Isotherm1,,,,,
868,868,5.226566416941738,10.1021Jp1058963.isotherm44,,,,,
125,125,5.213721356728977,10.1016J.Ijhydene.2011.02.044.isotherm24,,,,,
302,302,5.212854603102328,10.1016S1003-9953(06)60030-3.Isotherm7,,,,,
2429,2429,5.201871966211167,10.1039C2cc35729a.Isotherm3,,,,,
477,477,5.199589025862784,10.1007s10450-012-9397-z.Isotherm1,,,,,
623,623,5.162156736040148,10.1021Jp910522h.Isotherm58-1,,,,,
614,614,5.160047017942925,10.1021La102359q.Isotherm12,,,,,
2926,2926,5.15419188807634,10.1021Cg3017563.isotherm5,,,,,
2532,2532,5.138748422204489,10.1016j.matlet.2011.03.039.Isotherm6,,,,,
1870,1870,5.116269140679656,10.1039c5sc01796c.Isotherm5,,,,,
134,134,5.102313784177044,10.1002Aic.13970.isotherm35,,,,,
2835,2835,5.086725206543097,10.1021Jp1033273.Isotherm12,,,,,
1632,1632,5.079163776005061,10.1021La102359q.Isotherm27,,,,,
114,114,5.042551380997133,10.1021Jp103785u.isotherm6l,,,,,
1852,1852,5.037251224267474,10.10631.4726255.Isotherm3,,,,,
583,583,5.015918558709299,10.126002636174.33.2.223.Isotherm12,,,,,
645,645,5.00721249871241,10.1021Ef800938e.isotherm16,,,,,
2112,2112,4.980425082795024,10.1021Jp3046356.Isotherm6,,,,,
611,611,4.967510296452865,10.1021La102359q.Isotherm15,,,,,
689,689,4.965395052876757,10.1002Aic.14467.Isotherm7,,,,,
3063,3063,4.933400836689391,10.1002cplu.201600259.Isotherm3,,,,,
618,618,4.933348679739014,10.1021Jz3008485.Isotherm5,,,,,
1763,1763,4.930133970281473,10.1007s13738-013-0347-9.Isotherm9,,,,,
853,853,4.920274878673285,10.108008927020902988865.Isotherm3-1,,,,,
973,973,4.916632025738246,10.1039C1cp20168a.Isotherm17,,,,,
958,958,4.903617216126769,10.1016j.seppur.2007.07.050.Isotherm2,,,,,
1955,1955,4.902979016626912,10.1021Jz3008485.Isotherm35,,,,,
2874,2874,4.899870383736343,10.1021Je3007265.isotherm1,,,,,
3056,3056,4.89335671976675,10.1002cssc.201402206.Isotherm9,,,,,
438,438,4.880523266494545,10.1039C2ee22769j.isotherm13,,,,,
607,607,4.872429130855733,10.1021La102359q.Isotherm3,,,,,
1853,1853,4.87199857299943,10.1021La701736m.isotherm13,,,,,
580,580,4.871968346803351,10.126002636174.33.2.223.Isotherm34,,,,,
2645,2645,4.868663194717791,10.1021La800369s.isotherm3j,,,,,
431,431,4.86104749765634,10.1039C2ee22769j.isotherm60,,,,,
551,551,4.84902136627042,10.1016j.ijhydene.2013.07.054.isotherm3,,,,,
552,552,4.84902136627042,10.1016j.ijhydene.2013.07.054.isotherm2,,,,,
550,550,4.84902136627042,10.1016j.ijhydene.2013.07.054.isotherm4,,,,,
602,602,4.846227458084197,10.1021La102359q.Isotherm9,,,,,
2102,2102,4.829749467014374,10.1021La302537d.Isotherm23,,,,,
475,475,4.807529102721737,10.1007s10450-012-9397-z.Isotherm2,,,,,
2712,2712,4.807507363475626,10.1038Nchem.1457.Isotherm13,,,,,
2441,2441,4.784762825641571,10.1039C2cc31792c.Isotherm18,,,,,
603,603,4.777111160716804,10.1021La102359q.Isotherm4,,,,,
440,440,4.760860411301692,10.1039C2ee22769j.isotherm11,,,,,
2210,2210,4.7602038362866415,10.1039C4dt00230j.Isotherm4,,,,,
432,432,4.749046407543847,10.1039C2ee22769j.isotherm59,,,,,
1725,1725,4.745031500315472,10.1039C000931h.Isotherm8,,,,,
345,345,4.7423717776786845,10.1002chem.201301806.isotherm4,,,,,
606,606,4.7415099993564205,10.1021La102359q.Isotherm31,,,,,
1997,1997,4.7269373148127825,10.1039C4ra12432d.Isotherm18,,,,,
437,437,4.706023589867239,10.1039C2ee22769j.isotherm14,,,,,
642,642,4.699336144591866,10.1021Ef800938e.isotherm19,,,,,
2309,2309,4.6979623799647054,10.1021Sc300036p.Isotherm34,,,,,
178,178,4.69167818327987,10.8888Ie200652e.isotherm13,,,,,
193,193,4.69167818327987,10.1021Ie200652e.isotherm13,,,,,
1281,1281,4.683309021894808,10.1021Jp0563538.isotherm5,,,,,
2440,2440,4.680280956160148,10.1039C2cc31792c.Isotherm19,,,,,
1827,1827,4.676087367090148,10.1021La701736m.isotherm14,,,,,
2107,2107,4.666315188342359,10.1021La302537d.Isotherm15,,,,,
2100,2100,4.661549587143778,10.1021La302537d.Isotherm28,,,,,
1406,1406,4.64464977603936,10.1039C4cs00078a.Isotherm9,,,,,
661,661,4.634088485400575,10.1021acs.langmuir.5b01171.Isotherm1,,,,,
643,643,4.628667278210685,10.1021Ef800938e.isotherm18,,,,,
500,500,4.627283439866799,10.108001496395.2012.712600.isotherm14,,,,,
2642,2642,4.624416025510542,10.1039B805473h.isotherm4,,,,,
528,528,4.622100693001171,10.1021Ie5006146.Isotherm2,,,,,
483,483,4.609988712948052,10.1016j.micromeso.2012.05.021.Isotherm4,,,,,
581,581,4.609124930056925,10.126002636174.33.2.223.Isotherm19,,,,,
1771,1771,4.600746694576771,10.1039c3ra45983g.Isotherm15,,,,,
436,436,4.589411820271388,10.1039C2ee22769j.isotherm15,,,,,
2330,2330,4.5889940169799495,10.1039C3ee24506c.isotherm22,,,,,
2939,2939,4.576469578594344,10.1021acs.langmuir.5b00655.Isotherm20,,,,,
605,605,4.5691580938262195,10.1021La102359q.Isotherm32,,,,,
2661,2661,4.5641658943037315,10.1021La701736m.isotherm16,,,,,
866,866,4.5620017320176505,10.1021Jp1058963.isotherm46,,,,,
644,644,4.547390451119783,10.1021Ef800938e.isotherm17,,,,,
2938,2938,4.541750022086019,10.1021acs.langmuir.5b00655.Isotherm23,,,,,
2742,2742,4.535436721981948,10.1038Nchem.1982.Isotherm3,,,,,
2193,2193,4.533181953699693,10.1039c4dt03594a.Isotherm11,,,,,
2267,2267,4.508901882568112,10.1021Jz3008485.Isotherm41,,,,,
598,598,4.502134566651041,10.1021La3009514.Isotherm4,,,,,
904,904,4.496186736164219,10.1002adfm.200500561.Isotherm8,,,,,
1200,1200,4.495219165133863,10.3390Polym3042133.isotherm2,,,,,
1826,1826,4.48669251629247,10.10631.4726255.Isotherm4,,,,,
1042,1042,4.443455742306078,10.3969j.issn.1001-4861.2013.00.200.isotherm4,,,,,
279,279,4.4345019222926885,10.1039C1nr10944h.isotherm3b,,,,,
1566,1566,4.430544111386615,10.10631.4726255.Isotherm1,,,,,
471,471,4.416635818308509,10.1007s10450-012-9397-z.Isotherm5-1,,,,,
582,582,4.414438884299023,10.126002636174.33.2.223.Isotherm16,,,,,
589,589,4.408711834115713,10.1039C0ee00700e.Isotherm16,,,,,
2987,2987,4.4071166379932745,10.1016j.micromeso.2014.03.022.Isotherm41,,,,,
2329,2329,4.387826702916692,10.1039C3ee24506c.isotherm46,,,,,
461,461,4.373113047097634,10.1016j.mseb.2003.10.095.Isotherm10,,,,,
818,818,4.348075002998312,10.1039C1cp20168a.Isotherm13,,,,,
344,344,4.339400043492163,10.1002chem.201301806.isotherm5,,,,,
1032,1032,4.336909976642989,10.1021Jp203607s.isotherm17,,,,,
616,616,4.307758334030418,10.1021La102359q.Isotherm10,,,,,
459,459,4.281352175100781,10.1016j.mseb.2003.10.095.Isotherm14,,,,,
688,688,4.2772877857885945,10.1002Aic.14467.Isotherm8,,,,,
619,619,4.266904005537131,10.1021Jz3008485.Isotherm4,,,,,
2093,2093,4.254180630529161,10.1021La2030473.isotherm15,,,,,
1035,1035,4.244170826246856,10.1021Jp203607s.isotherm14,,,,,
1038,1038,4.23853540251929,10.1021Jp203607s.isotherm11,,,,,
2098,2098,4.235109922545097,10.1021La302537d.Isotherm37,,,,,
1545,1545,4.2022512945753485,10.1002Aic.14467.Isotherm13,,,,,
867,867,4.193562187492152,10.1021Jp1058963.isotherm45,,,,,
1718,1718,4.166005742397424,10.1016j.micromeso.2009.03.045.Isotherm3,,,,,
2683,2683,4.155566562271816,10.1039C0cc00027b.Isotherm7,,,,,
2974,2974,4.1543133507702255,10.1016j.micromeso.2014.03.022.Isotherm48,,,,,
1813,1813,4.149020852273785,10.1039B805473h.isotherm1,,,,,
632,632,4.148457404575714,10.1021Ja0570032.Isotherm6,,,,,
604,604,4.148072956223735,10.1021La102359q.Isotherm33,,,,,
584,584,4.1457061641410125,10.108015422119.2014.884507.Isotherm1,,,,,
2308,2308,4.138636961916318,10.1021Sc300036p.Isotherm35,,,,,
1721,1721,4.131299750952317,10.1016j.micromeso.2009.03.045.Isotherm1,,,,,
1277,1277,4.124131195148658,10.1021Jp074889i.Isotherm27,,,,,
464,464,4.122791149703486,10.1016j.ijhydene.2011.11.023.isotherm28,,,,,
439,439,4.094608744593724,10.1039C2ee22769j.isotherm12,,,,,
626,626,4.093436297999082,10.1021jp206959k.Isotherm9,,,,,
278,278,4.071838051286711,10.1039C1nr10944h.isotherm3c,,,,,
2101,2101,4.047333190805366,10.1021La302537d.Isotherm24,,,,,
1327,1327,4.044771127370376,10.1002cphc.201300225.Isotherm2,,,,,
2385,2385,4.043637688100326,10.1039C2dt12102f.Isotherm27,,,,,
957,957,4.038281979634002,10.1016j.seppur.2007.07.050.Isotherm2-1,,,,,
1585,1585,4.0347502253825835,10.1007s10450-012-9397-z.Isotherm7-1,,,,,
579,579,4.028260525064199,10.126002636174.33.2.223.Isotherm8,,,,,
105,105,4.0266181755594115,10.1021Jp911477a.Isotherm20-5,,,,,
647,647,4.003043634954393,10.1021Cm900049x.Isotherm5-4,,,,,
169,169,4.000099442235614,10.1016S1383-5866(02)00012-6.isotherm2,,,,,
1480,1480,3.990157452185589,10.1021Jz3008485.Isotherm57,,,,,
1196,1196,3.9870816364048145,10.1002anie.200502553.Isotherm2,,,,,
1788,1788,3.978053263741847,10.1007s10450-012-9438-7.isotherm8,,,,,
260,260,3.9703664834061767,10.8888s0167-2991(08)63564-8.Isotherm2,,,,,
306,306,3.9703664834061767,10.1016s0167-2991(08)63564-8.Isotherm2,,,,,
476,476,3.9655494224004513,10.1007s10450-012-9397-z.Isotherm1-1,,,,,
624,624,3.964290353797932,10.1021Jp308525k.isotherm8,,,,,
435,435,3.9562532964333705,10.1039C2ee22769j.isotherm16,,,,,
458,458,3.950851047408938,10.1016j.mseb.2003.10.095.Isotherm15,,,,,
474,474,3.9429559235328977,10.1007s10450-012-9397-z.Isotherm2-1,,,,,
1736,1736,3.935388280822092,10.1021La034766z.Isotherm10,,,,,
1481,1481,3.925912333385037,10.1021Jz3008485.Isotherm56,,,,,
629,629,3.911659605110795,10.1021Jp206002d.Isotherm1,,,,,
1437,1437,3.9024120059830647,10.1016j.energy.2010.02.010.isotherm11,,,,,
466,466,3.895046252077312,10.1016j.ijhydene.2011.01.037.isotherm3,,,,,
1836,1836,3.8922413499901736,10.1007s11224-012-0120-1.isotherm11,,,,,
1860,1860,3.8922413499901736,10.1007s11224-012-0120-1.isotherm12,,,,,
2815,2815,3.8886240128372895,10.1021Jp103785u.isotherm4d,,,,,
1486,1486,3.885673764663108,10.1002Aic.14467.Isotherm11,,,,,
346,346,3.883358426291984,10.1002chem.201301806.isotherm14,,,,,
2106,2106,3.872834471979158,10.1021La302537d.Isotherm16,,,,,
2316,2316,3.8516372792125577,10.1021Ie8005269.isotherm10,,,,,
472,472,3.8288420333775135,10.1007s10450-012-9397-z.Isotherm5,,,,,
167,167,3.818247179596082,10.1016S1383-5866(02)00012-6.isotherm2c,,,,,
1383,1383,3.816112428358676,10.1002chem.201503078.Isotherm21,,,,,
2766,2766,3.806081546272005,10.1021Ja0570032.Isotherm7,,,,,
3021,3021,3.7932536675876807,10.1016j.ijhydene.2012.01.122.Isotherm9,,,,,
2305,2305,3.792070617649125,10.1039C3ra42213e.isotherm2,,,,,
433,433,3.7899199561508,10.1039C2ee22769j.isotherm18,,,,,
2924,2924,3.781915854298056,10.1021Cm9014749.Isotherm8,,,,,
634,634,3.7700342692698174,10.1021ie902008g.Isotherm6,,,,,
429,429,3.7664668205621177,10.1039C2ee22769j.isotherm62,,,,,
657,657,3.7542537714533486,10.1021am404952z.Isotherm26,,,,,
2317,2317,3.7541124290665193,10.1021Ie8005269.isotherm1,,,,,
1757,1757,3.7347548408813833,10.1021Ef101548g.Isotherm2,,,,,
115,115,3.7318648337416565,10.1021Jp103785u.isotherm6g,,,,,
192,192,3.730778978583343,10.1021Ie200652e.isotherm14,,,,,
177,177,3.730778978583343,10.8888Ie200652e.isotherm14,,,,,
1947,1947,3.708278660271157,10.1016j.micromeso.2010.05.018.Isotherm10,,,,,
671,671,3.6919762422442077,10.1016j.egypro.2009.01.166.Isotherm1,,,,,
2235,2235,3.6840622422363665,10.1039C2cp23839j.Isotherm75,,,,,
556,556,3.6665478906329296,10.1039C4ra07030e.Isotherm6,,,,,
681,681,3.6616192889807033,10.1007s10450-014-9639-3.Isotherm3,,,,,
1617,1617,3.6537822582204087,10.1016j.fluid.2016.09.008.Isotherm8,,,,,
111,111,3.648124577139063,10.1021Jp904872f.Isotherm15,,,,,
113,113,3.6479381634344232,10.1021Jp904872f.Isotherm13,,,,,
1569,1569,3.646699648820814,10.1021La702466d.Isotherm12,,,,,
112,112,3.6451240226833033,10.1021Jp904872f.Isotherm14,,,,,
1040,1040,3.6359697614839273,10.1007s10450-012-9397-z.Isotherm8,,,,,
660,660,3.599907512920133,10.1021am404952z.Isotherm23,,,,,
457,457,3.5985798069301493,10.1016j.mseb.2003.10.095.Isotherm16,,,,,
532,532,3.595539586302544,10.1016j.micromeso.2015.07.013.Isotherm15,,,,,
2315,2315,3.595448554203277,10.1021Ie8005269.isotherm4,,,,,
3057,3057,3.582222987523935,10.1002cssc.201402206.Isotherm10,,,,,
2443,2443,3.5675706610472737,10.1039C2cc31792c.Isotherm14,,,,,
648,648,3.5606609652481636,10.1021Cm900049x.Isotherm5-3,,,,,
1212,1212,3.5451027246311915,10.1039C3ce40653a.Isotherm1,,,,,
2442,2442,3.5445932127792,10.1039C2cc31792c.Isotherm15,,,,,
1609,1609,3.5432584918694228,10.1016j.carbon.2005.03.037.Isotherm2,,,,,
521,521,3.5375063434654885,10.1021La4027128.isotherm18,,,,,
106,106,3.5286754129627917,10.1021Jp911477a.Isotherm20,,,,,
1869,1869,3.5182436362517677,10.1039c5sc01796c.Isotherm6,,,,,
2333,2333,3.507418398925851,10.1021Ic500722n.Isotherm25,,,,,
3071,3071,3.4985689226253016,10.1002chem.201103687.isotherm4,,,,,
659,659,3.4970281423757923,10.1021am404952z.Isotherm24,,,,,
121,121,3.4926567801291504,10.1021Jp074889i.Isotherm61,,,,,
126,126,3.4847482747161838,10.1007s10450-012-9397-z.Isotherm9-1,,,,,
1983,1983,3.4842494826554926,10.1039C4ra12432d.Isotherm26,,,,,
512,512,3.4758497333304037,10.11552015439382.Isotherm9,,,,,
430,430,3.4542283615747134,10.1039C2ee22769j.isotherm61,,,,,
2814,2814,3.450849382578919,10.1021Jp103785u.isotherm4g,,,,,
2689,2689,3.4460357910948223,10.1039B814498b.Isotherm22,,,,,
1765,1765,3.43951074608597,10.1007s1045001596512.Isotherm7,,,,,
3039,3039,3.4334962558620603,10.1002ejic.201500715.Isotherm1,,,,,
2319,2319,3.4325688288441047,10.1016j.jcis.2014.05.021.Isotherm2,,,,,
1298,1298,3.4141219876608693,10.1016j.micromeso.2014.09.025.Isotherm13,,,,,
1294,1294,3.4140422050315444,10.1021Cm202554j.Isotherm10,,,,,
226,226,3.4060401473166446,10.1021Je9000087.Isotherm3,,,,,
1479,1479,3.378812112025749,10.1021Jz3008485.Isotherm58,,,,,
3060,3060,3.3752474415293574,10.1002cplu.201600259.Isotherm5,,,,,
2613,2613,3.374229603365727,10.1039C1cc10897b.isotherm5,,,,,
110,110,3.3725301428990293,10.1021Jp904872f.Isotherm15-1,,,,,
865,865,3.3626854905092682,10.1021Jp1058963.isotherm47,,,,,
2605,2605,3.3515611149352296,10.1002chem.201502893.Isotherm10,,,,,
658,658,3.342681884854985,10.1021am404952z.Isotherm25,,,,,
1315,1315,3.3131682699323433,10.1016j.ijhydene.2011.11.023.isotherm29,,,,,
1221,1221,3.3117233728433657,10.1021La061149c.Isotherm3,,,,,
2393,2393,3.2959676170495666,10.1039C2dt12102f.Isotherm12,,,,,
456,456,3.2698327400177014,10.1016j.mseb.2003.10.095.Isotherm17,,,,,
1325,1325,3.2692414155699328,10.1002cphc.201300225.Isotherm4,,,,,
58,58,3.2388036901907236,10.8888j.cej.2011.01.096.isotherm4c,,,,,
64,64,3.237256481938068,10.1016j.cej.2011.01.096.isotherm4c,,,,,
2291,2291,3.2358970122036332,10.1039C3sc52348a.Isotherm14,,,,,
1316,1316,3.2228143025319236,10.1016j.ijhydene.2011.03.038.Isotherm7,,,,,
1931,1931,3.2106228690023224,10.1021Jp308525k.isotherm5,,,,,
636,636,3.2059003109823454,10.1021Ie902008g.isotherm1,,,,,
567,567,3.2011535345037503,10.1016j.fluid.2013.10.050.Isotherm5,,,,,
2375,2375,3.1994433579685144,10.1021Jp710011b.Isotherm5,,,,,
854,854,3.195003310653777,10.108008927020902988865.Isotherm3,,,,,
2394,2394,3.19308712090238,10.1039C2dt12102f.Isotherm11,,,,,
638,638,3.1904342042167464,10.1021Ie8005269.isotherm2,,,,,
2304,2304,3.178917832710944,10.1039C3ra42213e.isotherm2-1,,,,,
1484,1484,3.152958992722011,10.1007s10450-010-9305-3.Isotherm6,,,,,
687,687,3.149362922369962,10.1007s00894-010-0720-x.Isotherm1,,,,,
1574,1574,3.136022301291932,10.1016j.micromeso.2010.07.007.isotherm3,,,,,
1209,1209,3.1161847625924244,10.10631.4726255.Isotherm2-1,,,,,
240,240,3.1160330921201544,10.1016S1383-5866(02)00012-6.isotherm4b,,,,,
1960,1960,3.1113165103791185,10.1021Jp300961j.isotherm2,,,,,
2830,2830,3.0978602018580563,10.1021Jp1033273.Isotherm21,,,,,
343,343,3.0974618258195625,10.1002chem.201301806.isotherm6,,,,,
2318,2318,3.09508254423008,10.1016j.jcis.2014.05.021.Isotherm6,,,,,
